1109,"Dayton Hudson corporation, a Minnesota corporation",3813,DAYTON HUDSON CORP
1116,"Caldor Corporation, The",23942,CALDOR CORP
1122,Honeywell Inc.,1300,HONEYWELL INTERNATIONAL INC
1122,Honeywell Inc.,5693,HONEYWELL INC
1152,Flair International Corporation,29428,FLAIR CORP
1177,"ThermoLase Corp.,",30325,THERMOLASE CORP
1180,"Optical Coating Laboratory, Inc",8163,OPTICAL COATING LABORATORY INC
1190,"Black & Decker Corporation, The",2255,BLACK & DECKER CORP
1194,"Avecor Cardiovascular, Inc",25086,AVECOR CARDIOVASCULAR INC
1195,Minntech Corporation,9051,MINNTECH CORP
1222,"Horizon Technology, Inc.",5707,HORIZON TECHNOLOGY INC
1230,"Scimed Life Systems, Inc.",9477,SCIMED LIFE SYSTEMS INC
1232,Cordis Corporation,3520,CORDIS CORP
1239,"Teradyne, Inc.",10453,TERADYNE INC
1239,"Teradyne, Inc.",10453,"TERADYNE, INC"
1246,"Recovery Engineering, Inc.",27894,RECOVERY ENGINEERING INC
1250,"Teltrend, Inc.",60822,TELTREND INC
1286,Amoco Corporation,1609,AMOCO CORP
1288,Sinclair Oil Corp,9744,SINCLAIR OIL CORP
1290,Unocal Corporation,11038,UNOCAL CORP
1299,ConocoPhillips Company,8549,CONOCOPHILLIPS
1301,Substituted as the proper party deft. in the place of Amoco Corporation pursuant to Chief Mag. Judge Lebedoff's stipulation and order filed 4/22/03 [254],1609,AMOCO CORP
1305,Substituted in the place of Amoco Corporation pursuant to Chief Mag. Judge Lebedoff's stipulation and order filed 4/22/03 [254],1609,AMOCO CORP
1350,Johnson & Johnson,6266,JOHNSON & JOHNSON
1365,Canadian Pacific Railway,2698,CANADIAN PACIFIC RAILWAY LTD
1366,"Cardiac Pacemakers, Inc.",2746,CARDIAC PACEMAKERS
1369,"Intermedics, Inc.",6045,INTERMEDICS INC
1372,Furon Company,4819,FURON CO
1391,Angeion Corporation,14581,ANGEION CORP
1396,"ADC Telecommunications, Inc.",1013,ADC TELECOMMUNICATIONS INC
1443,"Ultra Pac, Inc.",22991,ULTRA PAC INC
1470,"Universal Fog, Inc.",176161,UNIVERSAL FOG INC
1479,"Advanced Cardiovascular Systems, Inc.",66322,ADVANCED SYSTEMS INTERNATIONAL INC
1481,Guidant Corporation,31166,GUIDANT CORP
1486,Imation Corp.,63138,IMATION CORP
1504,Hon.,5690,HON INDUSTRIES INC
1513,Monsanto Company,7536,MONSANTO CO
1545,"Hasbro, Inc.",5518,HASBRO INC
1553,a corporation of the State of Florida,179288,A. H. Belo CORP
1553,a corporation of the State of Florida,179288,A. H. Belo Corp
1569,"PDI, Inc.",110728,PDI INC
1583,Sonoco Products Company,9815,SONOCO PRODUCTS CO
1635,"Hasbro, Inc.,",5518,HASBRO INC
1655,"Swiss Army Brands, Inc.",4847,SWISS ARMY BRANDS INC
1672,Corning Incorporated,3532,CORNING INC
1692,Mikohn Gaming Corp.,29250,MIKOHN GAMING CORP
1764,"Blount International, Inc.",2271,BLOUNT INTERNATIONAL INC
1764,"Blount International, Inc.",62671,BLOUNT INC
1765,"Blount, Inc.",2271,BLOUNT INTERNATIONAL INC
1765,"Blount, Inc.",62671,BLOUNT INC
1782,"ZCL Composites, Inc",61377,ZCL COMPOSITES INC
1834,"ICT Group, Inc.",63054,ICT GROUP INC
1835,Precision Response Corporation,63269,PRECISION RESPONSE CORP
1836,RMH Teleservices Inc,63602,RMH TELESERVICES INC
1837,"TeleSpectrum Worldwide, Inc.",63451,TELESPECTRUM WORLDWIDE INC
1849,"American Waste Services, Inc.",23221,AMERICAN WASTE SERVICES INC
1864,"USA Waste Services, Inc.",14477,USA WASTE SERVICES INC
1893,"Interactive Technologies, Inc.",11933,INTERACTIVE TECHNOLOGIES INC
1894,Pittway Corporation,8618,PITTWAY CORP
1896,SBS Technologies Inc,24832,SBS TECHNOLOGIES INC
1959,Thomas & Betts Corporation,10540,THOMAS & BETTS CORP
2013,"Ecolab, Inc.",4213,ECOLAB INC
2013,"Ecolab, Inc.",4213,ECOLAB INC.
2072,Alcide Corporation,1244,ALCIDE CORP
2073,"Eis International Inc.,",25525,EIS INTERNATIONAL INC
2077,Davox Corporation,13286,DAVOX CORP
2095,"as true party-in-interest as successor to Tiger Electronics, Inc.",28203,ELECTRONIC RETAILING SYSTEMS INTERNATIONAL INC
2129,"Derma Sciences, Inc.",30205,DERMA SCIENCES INC
2129,"Derma Sciences, Inc.",30205,"DERMA SCIENCES, INC."
2139,a corporation of the State of California,179288,A. H. Belo CORP
2139,a corporation of the State of California,179288,A. H. Belo Corp
2141,"Publix Super Markets, Inc.",8815,PUBLIX SUPER MARKETS INC
2147,"Home Shopping Network, Inc.",12672,HOME SHOPPING NETWORK INC
2157,"Gamma Biologicals, Inc.",4985,GAMMA BIOLOGICALS INC
2193,Biovail Corporation International,29955,BIOVAIL CORP INTERNATIONAL
2200,"Elan Corporation, PLC",4245,ELAN CORP PLC
2225,Vermont American Corp.,11138,VERMONT AMERICAN
2227,Dayton Hudson Corp.,3813,DAYTON HUDSON CORP
2239,"Dynatec International, Inc.",4123,DYNATEC INTERNATIONAL INC
2247,"Toro Company, The",10618,TORO CO
2341,Chronimed Inc.,25081,CHRONIMED INC
2347,"Itron, Inc.",29133,ITRON INC
2380,"Motorola, Inc.",7585,MOTOROLA INC
2420,Deere & Company,3835,DEERE & CO
2425,Procter & Gamble Company,8762,PROCTER & GAMBLE CO
2425,Procter & Gamble Company,8762,PROCTER & GAMBLE Co
2429,"Clorox Company, The",3121,CLOROX CO
2432,Boston Scientific Corporation,25279,BOSTON SCIENTIFIC CORP
2444,"Featherlite, Inc.",30709,FEATHERLITE INC
2474,"Cabela's, Inc.",264708,CABELAS INC
2475,"Polaris Industries, Inc.",14311,POLARIS INDUSTRIES INC
2481,"Arctic Cat, Inc.",22461,ARCTIC CAT INC
2497,"CNS, Inc.",13474,CNS INC
2505,Datascope Corp.,3786,DATASCOPE CORP
2506,"Vascular Solutions, Inc.",125000,VASCULAR SOLUTIONS INC
2510,"Carlisle Plastics, Inc",12133,CARLISLE PLASTICS INC
2566,Fargo Electronics Inc.,129624,FARGO ELECTRONICS INC
2629,"Honeywell, Inc.",1300,HONEYWELL INTERNATIONAL INC
2629,"Honeywell, Inc.",5693,HONEYWELL INC
2644,"NBTY, Inc.",7798,NBTY INC
2662,Select Comfort Corporation,116504,SELECT COMFORT CORP
2663,Simmons Company,9737,SIMMONS CO
2670,Bolder Technologies Corporation,62737,BOLDER TECHNOLOGIES CORP
2691,"HemaSure, Inc.",179428,HEMASURE INC
2693,Cobe Laboratories,3135,COBE LABORATORIES INC
2694,Gambro A.B.,4981,GAMBRO AB  -ADR -OLD
2695,Sepracor Inc.,24473,SEPRACOR INC
2750,"Catalina Lighting, Inc.",14457,CATALINA LIGHTING INC
2798,"Core Industries, Inc.",3524,CORE INDUSTRIES INC
2804,ESC Medical Systems LTD,19845,ESC MEDICAL SYSTEMS LTD
2820,"Compaq Computer Corporation,",3282,COMPAQ COMPUTER CORP
2835,"NET2PHONE, INC.",122358,NET2PHONE INC
2841,"Applied Materials, Inc.",1704,APPLIED MATERIALS INC
2855,"Electromed, Inc",185125,"Electromed, Inc."
2862,Toys R Us Inc.,10639,TOYS R US INC
2864,"Novellus Systems, Inc.",14623,NOVELLUS SYSTEMS INC
2868,Fujitsu Limited,18467,FUJITSU LTD
2873,"Hitachi, Ltd.",5650,HITACHI LTD
2887,Mitsubishi Electric Corporation,19043,MITSUBISHI ELECTRIC CORP
2901,NEC Corporation,7652,NEC CORP
2914,Sharp Corporation,100699,SHARP CORP
2933,Abbott Laboratories,1078,ABBOTT LABORATORIES
2935,Andrx Corporation,63051,ANDRX CORP
3041,"American International Industries, Inc.",66149,AMERICAN INTERNATIONAL INDUSTRIES INC
3048,"Bayer AG,",100080,BAYER AG
3050,"Pfizer, Inc.",8530,PFIZER INC
3051,"Andrx Corporation, Inc.",63051,ANDRX CORP
3067,"Concrete Products of New London, Inc.",6383,NEW LONDON INC
3078,Taylor Corporation,10350,TAYLOR INTERNATIONAL CORP
3078,Taylor Corporation,136809,Taylor Madison Corp
3087,"Telex Communications, Inc.",120493,TELEX COMMUNICATIONS INC
3090,Recoton Corporation,8990,RECOTON CORP
3091,"Digi International, Inc.",16710,DIGI INTERNATIONAL INC
3093,"Lantronix, Inc.",138467,LANTRONIX
3093,"Lantronix, Inc.",138467,LANTRONIX INC
3188,Ursus Telecom Corporation,110575,URSUS TELECOM CORP
3225,St Jude Medical Inc,9372,ST JUDE MEDICAL INC
3226,Edwards Lifesciences Corp,133366,EDWARDS LIFESCIENCES CORP
3226,Edwards Lifesciences Corp,133366,Edwards Lifesciences Corp
3244,"Travis Industries, Inc.",20180,TRAVIS INDUSTRIES INC
3258,Sony Corporation,9818,SONY CORP
3266,Avery Dennison Corporation,1913,AVERY DENNISON CORPORATION
3266,Avery Dennison Corporation,1913,Avery Dennison Corp
3328,"Precisioin Auto Care, Inc.",65787,PRECISION AUTO CARE INC
3339,"Goodyear Tire & Rubber Company, The",5234,GOODYEAR TIRE & RUBBER CO
3402,3M Company,7435,3M CO
3420,KVH Industries Inc,62549,KVH INDUSTRIES INC \DE\
3447,Zebra Technologies Corporation,24405,ZEBRA TECHNOLOGIES CORP
3456,"Core Products International, Inc.",24758,CORE INC
3479,"General Mills, Inc.",5071,GENERAL MILLS INC
3480,"ConAgra Foods, Inc",3362,CONAGRA FOODS INC
3486,a corporation of Missouri,179288,A. H. Belo CORP
3486,a corporation of Missouri,179288,A. H. Belo Corp
3487,"Staples, Inc.",15521,STAPLES INC
3488,a corporation of Massachusetts,179288,A. H. Belo CORP
3488,a corporation of Massachusetts,179288,A. H. Belo Corp
3509,"Electromed, Inc.",185125,"Electromed, Inc."
3567,"Shuffle Master, Inc.",25980,SHUFFLE MASTER INC
3591,a corporation of Minnesota,179288,A. H. Belo CORP
3591,a corporation of Minnesota,179288,A. H. Belo Corp
3592,Target Corporation,3813,TARGET CORP
3616,"Entegris, Inc.",137573,ENTEGRIS INC
3618,"Re-Source America, Inc",9083,RESOURCE AMERICA INC
3618,"Re-Source America, Inc",9083,"RESOURCE AMERICA, INC."
3642,"Hitachi, LTD",5650,HITACHI LTD
3781,Hardaway Company,5469,HARDAWAY CO
3822,"Nutek International, Inc.",25830,NUTEK INC
3825,"Citrix Systems, Inc.",61676,CITRIX SYSTEMS INC
3860,"Sonoco Products Company, Inc.",9815,SONOCO PRODUCTS CO
3861,registered in South Carolina,9445,SOUTH CAROLINA ELECTRIC & GAS CO
3861,registered in South Carolina,9828,SOUTH CAROLINA ELEC & GAS CO
3861,registered in South Carolina,9829,SOUTH CAROLINA NATL CORP
3861,registered in South Carolina,30439,SOUTH CAROLINA COMMUNITY BANCSHARES INC
3875,"Lowe's Companies,Inc",6829,LOWES COMPANIES INC
3889,"Fullplay Media Systems, Inc.",65479,FULLPLAY MEDIA SYSTEMS INC
3890,Trans World Entertainment Corp.,12421,TRANS WORLD ENTERTAINMENT CORP
3897,Nordson Corporation,7921,NORDSON CORP
3920,Advanced Barrel Systems,66322,ADVANCED SYSTEMS INTERNATIONAL INC
3942,"Cardiac Science, Inc",25315,CARDIAC SCIENCE INC
3958,Ecolab Inc.,4213,ECOLAB INC
3958,Ecolab Inc.,4213,ECOLAB INC.
3975,JohnsonDiversey,160949,JOHNSONDIVERSEY HOLDINGS INC
3984,CIMA Labs Inc,30546,CIMA LABS INC
3986,KV Pharmaceutical Company,6315,KV PHARMACEUTICAL CO
4002,"Firepond, Inc.",129471,FIREPOND INC
4016,Lancer Corporation,12051,LANCER CORP
4033,"RightNow Technologies, Inc.",160415,RIGHTNOW TECHNOLOGIES INC
4082,"Donaldson Company, Inc.",4036,DONALDSON CO INC
4101,Egain Communications Corp.,124036,EGAIN COMMUNICATIONS CORP
4119,"Valspar Corporation, The",11096,VALSPAR CORP
4120,"Bemis Company, Inc",2154,BEMIS CO INC
4121,Hormel Foods Corporation,5709,HORMEL FOODS CORP
4169,Toyota Motor Corporation,19661,TOYOTA MOTOR CORP
4189,Global Maintech Corporation,23051,GLOBAL MAINTECH CORP
4195,"Caterpillar, Inc.",2817,CATERPILLAR INC
4216,Rexall Sundown Inc,28469,REXALL SUNDOWN INC
4223,W. R. Grace & Co. - Conn.,5250,W R GRACE & CO
4224,W. R. Grace & Company - Conn.,5250,W R GRACE & CO
4240,"Serviceware Technologies, Inc.",134104,SERVICEWARE TECHNOLOGIES INC
4312,Mine Safety Appliance Company,7420,MINE SAFETY APPLIANCES CO
4314,MSA,6889,MSA REALTY CORP
4314,MSA,7420,MSA Safety Inc
4339,Mentor Corporation,7250,MENTOR CORP
4545,"CCA Industries, Inc.",11930,CCA INDUSTRIES INC
4611,Minnesota corporation,7436,MINNESOTA OHIO OIL CORP
4625,Nature Vision Inc,22198,"NATURE VISION, INC."
4625,Nature Vision Inc,161810,NATURE VISION INC
4636,Frontier Airlines,30231,"Frontier Airlines Holdings, Inc."
4638,"Northwest Airlines, Inc.",15309,NORTHWEST AIRLINES INC
4667,"St. Jude Medical, Inc.",9372,ST JUDE MEDICAL INC
4721,Pfizer Inc.,8530,PFIZER INC
4727,"Medline Industries, Inc.",7224,MEDLINE INDUSTRIES INC
4740,"Rhodes International, Inc.",9118,RHODES INC
4778,Duracell Inc,14890,DURACELL INTERNATIONAL INC
4801,"Iomed, Inc.",109925,IOMED INC
4858,"Del Laboratories, Inc.",3840,DEL LABORATORIES INC
4888,"ShopKo Stores, Inc.",24522,SHOPKO STORES INC
4895,"Biovest International, Inc.",150200,BIOVEST INTERNATIONAL INC
4913,"NMT Medical, Inc.",63676,NMT MEDICAL INC
4920,Nitinol Medical Technologies Inc,63676,NITINOL MEDICAL TECHNOLOGIES INC
4927,Digital Angel Corporation,23964,DIGITAL ANGEL CORP
4932,Medical Management International Inc,11730,MEDICAL SOLUTIONS MANAGEMENT INC.
4932,Medical Management International Inc,29067,MEDICAL MANAGEMENT INC
4932,Medical Management International Inc,30930,MEDICAL ASSET MANAGEMENT INC
4951,"Advanced Micro Devices, Inc.",1161,ADVANCED MICRO DEVICES INC
4953,Boston Scientific Corp.,25279,BOSTON SCIENTIFIC CORP
4955,Stamps.com Inc.,121673,STAMPS.COM INC
4957,"Hitachi Global Storage Technologies (Thailand), Ltd.",5650,HITACHI LTD
5010,Big Lots!,12123,BIG LOTS INC
5035,"SciMed Life Systems, Inc.",9477,SCIMED LIFE SYSTEMS INC
5185,"Heartware,Inc.",271794,"HeartWare International, Inc."
5190,a corporation of Barbados,179288,A. H. Belo CORP
5190,a corporation of Barbados,179288,A. H. Belo Corp
5192,a corporation of PennsylvaniaTERMINATED: 04/20/2005,179288,A. H. Belo CORP
5192,a corporation of PennsylvaniaTERMINATED: 04/20/2005,179288,A. H. Belo Corp
5196,a corporation of Florida,179288,A. H. Belo CORP
5196,a corporation of Florida,179288,A. H. Belo Corp
5206,a corporation of Pennsylvania,179288,A. H. Belo CORP
5206,a corporation of Pennsylvania,179288,A. H. Belo Corp
5231,"Rupp Industries, Inc",9286,RUPP INDUSTRIES INC
5307,ev3 Inc.,163720,ev3 Inc.
5370,American Seating Company,1555,AMERICAN SEATING CO
5393,"Cardinal Health, Inc",2751,CARDINAL HEALTH INC
5455,August Technology Corporation,136824,AUGUST TECHNOLOGY CORP
5457,"Rudolph Technologies, Inc.",126423,RUDOLPH TECHNOLOGIES INC
5459,"Camtek, Ltd",133564,CAMTEK LTD
5525,"Nike, Inc.",7906,NIKE INC
5530,"Textron, Inc.",10519,TEXTRON INC
5576,Fair Isaac Corporation,13824,FAIR ISAAC CORP
5578,International Business Machines Corporation,6066,INTERNATIONAL BUSINESS MACHINES CORP
5631,"NBS Technologies, Inc.",7705,NBS TECHNOLOGIES INC
5736,Globetel Communications Corp,61008,GLOBETEL COMMUNICATIONS CORP
5747,"Hayward Industries, Inc.",5534,HAYWARD INDUSTRIES INC
5821,Sony Corporation of America,9818,SONY CORP
5833,Family Dollar Stores,4560,FAMILY DOLLAR STORES INC
5900,"MICROS Systems, Inc",7331,MICROS SYSTEMS INC
5907,Otter Tail Corporation,8199,Otter Tail Corp
5910,"KVH Industries, Inc.",62549,KVH INDUSTRIES INC \DE\
5934,Cognex Corporation,16188,COGNEX CORP
5937,Acacia Research Corporation,61004,ACACIA RESEARCH CORP
5940,Veritec Inc,12731,VERITEC INC
5961,ValueVision Media Inc,24234,VALUEVISION MEDIA INC
5993,MTS Systems Corporation,6900,MTS SYSTEMS CORP
6006,Winmark Corporation,28785,WINMARK CORP
6014,Celsion Corporation,2990,CELSION CORP
6014,Celsion Corporation,2990,Celsion CORP
6017,"Icon Health & Fitness, Inc.",65819,ICON HEALTH & FITNESS INC
6020,"Aetna, Inc.",1177,AETNA INC
6025,"Allstate Corporation, The",28349,ALLSTATE CORP
6035,Polaris Industries Inc,14311,POLARIS INDUSTRIES INC
6036,"Jerrico International, Inc",6251,JERRICO INC
6052,"Illinois Tool Works, Inc.",5878,ILLINOIS TOOL WORKS INC
6060,Medicis Pharmaceutical Corporation,21186,MEDICIS PHARMACEUTICAL CORP
6073,"Communication Systems, Inc",3275,COMMUNICATIONS SYSTEMS INC
6123,"Synovis Life Technologies, Inc.",13013,SYNOVIS LIFE TECHNOLOGIES  INC
6138,Cuno Incorporated,63559,CUNO INC
6139,Clorox Company,3121,CLOROX CO
6162,General Mills Inc,5071,GENERAL MILLS INC
6163,Kellogg Company,6375,KELLOGG CO
6200,"Netratings, Inc.",127279,NETRATINGS INC
6201,"Digital River, Inc.",113362,DIGITAL RIVER INC
6309,Cherry Corporation,2975,CHERRY CORP
6312,"Best Buy Company, Inc.",2184,BEST BUY CO INC
6331,Cellco Partnership,160865,CELLCO PARTNERSHIP
6343,"Tetra Technologies, Inc.",21237,TETRA TECHNOLOGIES INC
6370,"DUSA Pharmaceuticals, Inc.,",24898,DUSA PHARMACEUTICALS INC
6381,"Vision International Production, Inc.",5732,HOUSE OF VISION INC
6428,Creative Technology Limited,25773,CREATIVE TECHNOLOGY LTD
6459,Caraustar Industries Inc,25777,CARAUSTAR INDUSTRIES INC
6493,United States,8015,UNITED STATES FILTER CORP
6493,United States,8947,UNITED STATES LIME & MINERALS INC
6493,United States,10930,UNITED STATES ANTIMONY CORP
6493,United States,10969,UNITED STATES SHOE CORP
6493,United States,10972,UNITED STATES SURGICAL CORP
6493,United States,11888,UNITED STATES METALS IDX FD
6493,United States,14369,UNITED STATES CELLULAR CORP
6493,United States,23978,UNITED STATES STEEL CORP
6493,United States,25517,UNITED STATES CAN CO
6493,United States,25628,UNITED STATES EXPLORATION INC
6493,United States,61994,UNITED STATES POSTAL SERVICE
6493,United States,62230,UNITED STATES SATELLITE BROADCASTING CO INC
6493,United States,171079,UNITED STATES AGRICULTR IDX
6493,United States,174024,UNITED STATES OIL FUND LP
6493,United States,177207,UNITED STATES NATURAL GAS FD
6493,United States,179059,UNITED STATES 12 MNTH OIL LP
6493,United States,179521,UNITED STATES GASOLINE FD LP
6493,United States,179808,UNITED STATES DIESEL-HEAT LP
6493,United States,180545,UNITED STATES SHORT OIL FUND
6493,United States,183608,UNITED STATES BRENT OIL LP
6493,United States,183869,UNITED STATES 12 NAT GAS LP
6493,United States,184937,UNITED STATES COMMDY IDX FD
6493,United States,195555,UNITED STATES COPPER INDEX
6507,Sony Corp.,9818,SONY CORP
6515,CDW Corp.,28320,CDW Corp
6522,Panasonic Corp. of North America,7114,PANASONIC CORP
6525,Sanyo Electric Co. Ltd.,100039,SANYO ELECTRIC CO LTD
6580,Secure Computing Corporation,61570,SECURE COMPUTING CORP
6626,"Surmodics, Inc.",66588,SURMODICS INC
6639,Imation Corporation,63138,IMATION CORP
6675,"Cardiovascular Systems, Inc",179413,Cardiovascular Systems Inc
6687,Rochester Medical Corporation,24304,ROCHESTER MEDICAL CORPORATION
6692,a Corporation of the State of Minnesota,179288,A. H. Belo CORP
6692,a Corporation of the State of Minnesota,179288,A. H. Belo Corp
6710,"Linens 'N Things, Inc.",64048,LINENS N THINGS INC
6711,"Ecolab, Inc",4213,ECOLAB INC
6711,"Ecolab, Inc",4213,ECOLAB INC.
6803,"Circuit City Stores, Inc.",3054,CIRCUIT CITY STORES INC
6829,Panasonic Corportion Of North America,7114,PANASONIC CORP
6835,"Muzak, LLC",148287,MUZAK LLC
6851,"Office Depot, Inc.",14624,OFFICE DEPOT INC
6913,"Lifecore Biomedical, Inc.",3916,LIFECORE BIOMEDICAL INC
6940,"Forest Laboratories, Inc.",4843,FOREST LABORATORIES INC
6965,Federal Signal Corp.,4608,FEDERAL SIGNAL CORP
6985,"Kraft Foods, Inc.",142953,KRAFT FOODS INC
6996,"Soundbite Communications, Inc.",177872,SOUNDBITE COMMUNICATIONS INC
7052,"Aearo Technologies, Inc.",166357,AEARO TECHNOLOGIES INC -REDH
7084,Laserscope,18100,LASERSCOPE
7091,Gleason Corporation,5181,GLEASON CORP
7327,"LogMeIn, Inc.",179666,"LogMeIn, Inc."
7362,Balchem Corporation,1979,BALCHEM CORP
7375,Dunkin Brands,174222,"DUNKIN' BRANDS GROUP, INC."
7377,"Hain Celestial Group, Inc. The",29609,HAIN CELESTIAL GROUP INC
7378,"Celestial Seasonings, Inc.",28579,CELESTIAL SEASONINGS INC
7435,"Interactive Communications International, Inc.",28806,INTERACTIVE INC
7479,"Avon Products, Inc.",1920,AVON PRODUCTS INC
7485,Ace Hardware Corporation,1107,ACE HARDWARE CORP
7496,Tredegar Corporation,15459,TREDEGAR CORP
7510,Honeywell International Inc.,1300,HONEYWELL INTERNATIONAL INC
7510,Honeywell International Inc.,5693,HONEYWELL INC
7522,"FLIR Systems, Inc.",28477,FLIR SYSTEMS INC
7575,"Visa, Inc.",179534,Visa Inc.
7575,"Visa, Inc.",179534,VISA INC.
7602,Novartis International AG,101310,NOVARTIS AG
7646,"QVC, Inc.",13506,QVC INC
7662,"American Builders & Contractors Supply Co., Inc.",145972,AMERICAN BUILDERS & CONTRACTORS SUPPLY CO INC
7729,Sanofi Aventis,101204,SANOFI
7730,a corporation of France,179288,A. H. Belo CORP
7730,a corporation of France,179288,A. H. Belo Corp
7743,GlaxoSmithKline,5180,GLAXOSMITHKLINE PLC
7744,"Genentech, Inc.",5020,GENENTECH INC
7823,NCR Corporation,7648,NCR CORP
7824,Valeant International (Barbados) SRL,9340,VALEANT PHARMACEUTICALS INTERNATIONAL
7844,"Superior Industries, Inc.",10195,SUPERIOR INDUSTRIES INTERNATIONAL INC
7913,"Nature's Sunshine Products, Inc.",7799,NATURES SUNSHINE PRODUCTS INC
7970,Rubbermaid Incorporated,9280,RUBBERMAID INC
7994,Novo Nordisk A/S,8020,NOVO NORDISK A/S
8001,"Rudolph Techologies, Inc.",126423,RUDOLPH TECHNOLOGIES INC
8003,Camtek Ltd.,133564,CAMTEK LTD
8030,AngioDynamics Inc.,264387,ANGIODYNAMICS INC
8031,Vascular Solutions Inc.,125000,VASCULAR SOLUTIONS INC
8056,"Summer Infant, Inc.",176874,"Summer Infant, Inc."
8090,Matthews International Corporation,30477,MATTHEWS INTERNATIONAL CORP
8099,Polaris Industries Inc.,14311,POLARIS INDUSTRIES INC
8231,"Brownie's Marine Group, Inc.",106687,"Brownie's Marine Group, Inc"
8242,ESCO Corporation,187131,ESCO CORP  -REDH
8372,Costco Wholesale Corp.,11814,COSTCO WHOLESALE CORPORATION
8372,Costco Wholesale Corp.,29028,COSTCO WHOLESALE CORP
8391,Novartis AG,101310,NOVARTIS AG
